user_id,exp_group,user_segment,viewed_page,clicked_button,time_on_page
102179,test,loyal,1,0,71.05116906909743
102180,test,returning,1,0,46.438248624170676
102181,test,returning,1,0,46.23058460400307
102182,control,new,1,0,39.210068140882
102183,control,returning,1,0,27.28044786951099
102184,test,new,1,0,63.859117254766815
102185,test,new,1,0,37.090291535073774
102186,test,returning,1,0,41.18688294828648
102187,control,returning,1,0,31.395003363401067
102188,control,new,1,0,25.222532779613516
102189,test,new,1,0,40.22319530334866
102190,test,returning,1,0,68.58355146963271
102191,control,new,1,0,47.192537996062924
102192,test,new,1,0,46.58319013273806
102193,test,loyal,1,0,84.89856896752592
102194,test,new,1,0,19.695163267377666
102195,control,new,1,1,12.034933545175743
102196,test,new,1,0,29.62301284654035
102197,control,returning,1,0,47.990975672017974
102198,test,new,1,0,60.651304671392914
102199,control,new,1,0,10.0
102200,control,new,1,0,27.19669322850861
102201,test,returning,1,0,46.14442306700521
102202,control,returning,1,0,25.84782965406318
102203,control,new,1,0,30.015551620015227
102204,control,returning,1,0,42.12050820504128
102205,control,new,1,0,10.0
102206,control,new,1,0,62.01121738698282
102207,test,loyal,1,0,51.58794463064801
102208,control,new,1,0,11.24719579159645
102209,test,new,1,1,34.522747805470246
102210,control,new,1,0,49.99719200650459
102211,control,returning,1,0,32.1115295891845
102212,test,new,1,0,45.02419029972989
102213,test,new,1,0,42.21813244173551
102214,test,returning,1,0,46.9598770721081
102215,control,loyal,1,0,71.65867152904454
102216,control,returning,1,0,35.968123345817475
102217,control,new,1,0,28.49969003929131
102218,test,loyal,1,0,52.594028712229814
102219,control,new,1,0,31.281579802838568
102220,control,returning,1,0,53.75057895774645
102221,control,new,1,0,56.8064022370571
102222,test,new,1,0,32.873884326463745
102223,control,new,1,0,39.09522598528261
102224,control,returning,1,0,68.08842576340871
102225,control,new,1,0,23.477848090455673
102226,control,returning,1,0,32.040959909355855
102227,control,new,1,0,23.103612964664187
102228,control,new,1,0,14.465654423277059
102229,control,new,1,0,19.32403951560853
102230,test,returning,1,0,35.14134883626137
102231,test,new,1,0,13.392285328149367
102232,control,loyal,1,0,55.55994557523332
102233,control,new,1,0,17.982600527168117
102234,control,new,1,0,25.42093505061429
102235,test,returning,1,0,50.23437778536979
102236,test,returning,1,0,64.75886003943396
102237,control,loyal,1,0,34.48603506328212
102238,control,returning,1,0,41.67889444444841
102239,test,new,1,1,64.35747288272933
102240,control,new,1,0,40.41514104891189
102241,test,returning,1,0,77.21845237107867
102242,control,loyal,1,0,48.645838404166746
102243,test,returning,1,0,35.65561720827721
102244,control,new,1,0,32.57507888398887
102245,control,new,1,0,57.28651653540537
102246,control,new,1,0,35.42376743582224
102247,test,new,1,0,19.48286720579279
102248,test,new,1,0,33.41798913065622
102249,test,loyal,1,0,76.25073155964955
102250,control,new,1,0,16.577228161622763
102251,control,new,1,0,31.29252182413409
102252,test,loyal,1,0,30.207953539634627
102253,test,new,1,0,36.89742710354536
102254,control,returning,1,0,47.33980724702261
102255,test,loyal,1,1,72.69048045340259
102256,test,loyal,1,0,59.72217801497969
102257,control,loyal,1,0,25.02905268925868
102258,control,loyal,1,0,67.90935206982253
102259,control,returning,1,0,48.24527121717151
102260,control,new,1,0,35.79155472471144
102261,control,returning,1,0,42.40740519668197
102262,test,new,1,0,37.86330505284536
102263,test,new,1,0,10.0
102264,control,loyal,1,0,43.5943693522021
102265,test,new,1,0,40.84345419404709
102266,control,returning,1,1,45.474367677923276
102267,control,returning,1,0,64.33717628986528
102268,test,returning,1,0,25.830192081725283
102269,control,loyal,1,0,67.56163307209263
102270,control,loyal,1,0,49.653458829286045
102271,control,loyal,1,0,51.291419048293946
102272,control,returning,1,0,36.67969178480344
102273,control,new,1,0,33.67657669328695
102274,control,new,1,0,10.0
102275,test,new,1,0,40.78167521426836
102276,control,returning,1,0,49.2538928384132
102277,test,new,1,0,16.85878135473184
102278,control,new,1,0,38.39350636690329
102279,test,returning,1,0,23.944232456750175
102280,control,new,1,0,15.050346821937616
102281,control,returning,1,0,58.61106241853837
102282,control,new,1,0,10.387132433850045
102283,control,new,1,0,23.64552206141076
102284,test,returning,1,0,48.27380464795139
102285,test,new,1,0,13.715441252518385
102286,test,new,1,0,38.237876050872316
102287,test,loyal,1,0,78.32595494729676
102288,test,new,1,0,42.022419966698564
102289,test,returning,1,0,41.16561059238004
102290,control,new,1,0,34.40009209336508
102291,control,new,1,0,16.4492471684449
102292,test,new,1,0,26.0239950445247
102293,control,new,1,0,29.951718916540145
102294,control,returning,1,0,65.92607808672793
102295,test,new,1,0,50.859378669213186
102296,test,loyal,1,0,54.55966965006428
102297,control,returning,1,0,60.222955377594396
102298,control,loyal,1,0,52.9251907696251
102299,control,returning,1,0,47.0679912725354
102300,control,new,1,0,27.165955243350083
102301,test,returning,1,0,54.22269667750529
102302,test,new,1,0,55.573330139903376
102303,control,returning,1,0,33.5219646826668
102304,test,new,1,0,43.80952971668991
102305,test,new,1,0,26.33987317463573
102306,control,returning,1,0,35.79817369746652
102307,control,returning,1,0,52.856873071772384
102308,test,returning,1,0,77.51419289951947
102309,control,returning,1,0,55.19507942328431
102310,control,loyal,1,0,57.55331417220872
102311,test,returning,1,0,44.0614581465947
102312,test,returning,1,0,35.2274864560274
102313,control,loyal,1,0,74.6147297112804
102314,control,new,1,0,39.778418217485886
102315,test,returning,1,0,39.700349027546366
102316,test,new,1,0,26.45911105914819
102317,test,loyal,1,0,47.18604528217598
102318,test,new,1,0,18.02268207987299
102319,control,new,1,0,33.87475392550358
102320,test,returning,1,1,34.46997374483064
102321,control,new,1,1,25.416386870124224
102322,test,loyal,1,0,47.818442368563026
102323,test,new,1,0,52.88246572041192
102324,control,new,1,0,53.116423621160436
102325,test,new,1,0,30.510470962307917
102326,test,new,1,0,25.025021331419442
102327,control,loyal,1,0,38.145673904209474
102328,control,new,1,0,42.69345119381101
102329,test,returning,1,0,31.048220957109464
102330,control,new,1,0,13.7210193479047
102331,control,loyal,1,0,60.301832783043515
102332,control,new,1,1,10.0
102333,test,new,1,1,47.38821050584982
102334,control,returning,1,0,55.805279595528
102335,control,new,1,0,16.02254391417741
102336,test,new,1,0,54.30676690276508
102337,control,loyal,1,0,61.21250530702153
102338,control,loyal,1,0,49.93787140741571
102339,test,loyal,1,0,40.070920132917294
102340,control,loyal,1,0,57.409690508712266
102341,test,loyal,1,0,56.982729113604364
102342,test,returning,1,0,21.22665859092386
102343,test,loyal,1,0,52.163643718574605
102344,test,returning,1,0,54.085318016127694
102345,control,new,1,0,46.15105753777069
102346,control,new,1,0,18.715733198483473
102347,control,returning,1,0,43.51809719131761
102348,test,new,1,0,12.427473652292697
102349,control,returning,1,0,47.755735736891424
102350,test,returning,1,0,63.997766946487346
102351,test,loyal,1,1,60.635277417721575
102352,test,new,1,0,37.94222556774045
102353,test,new,1,0,30.161197128045764
102354,control,returning,1,0,45.99627442559501
102355,test,new,1,0,17.498573407368948
102356,test,returning,1,1,49.576301448177745
102357,control,loyal,1,0,45.30365561048216
102358,test,loyal,1,0,66.14442506253415
102359,control,new,1,0,36.14887114972296
102360,control,returning,1,1,56.065245882328924
102361,control,returning,1,0,32.69701214894845
102362,control,new,1,0,55.34482420531516
102363,test,new,1,0,10.0
102364,control,new,1,0,24.326337030684815
102365,control,loyal,1,0,45.57685472196664
102366,test,returning,1,0,54.944633554631956
102367,control,loyal,1,0,54.5016615221775
102368,test,new,1,0,16.80331589446116
102369,test,returning,1,1,50.46930531556592
102370,control,loyal,1,0,58.23337217763144
102371,control,returning,1,0,60.385190403761
102372,control,new,1,0,29.103265081102098
102373,control,loyal,1,0,61.93599460352953
102374,test,returning,1,0,31.484975097145227
102375,control,returning,1,0,38.80042785696402
102376,test,returning,1,0,50.23694138725352
102377,control,new,1,0,18.94966334924942
102378,test,new,1,0,13.109593883653059
102379,control,new,1,0,19.910060445001378
102380,control,returning,1,0,68.29485308088482
102381,test,loyal,1,0,59.964263181088775
102382,test,new,1,0,68.8991337855424
102383,test,returning,1,0,55.564993225722894
102384,control,new,1,0,33.598864525167414
102385,test,new,1,0,39.03646693691575
102386,test,loyal,1,0,56.75357268549796
102387,test,loyal,1,0,53.32285773183575
102388,test,new,1,0,58.30090013167255
102389,control,new,1,0,54.880117449377636
102390,control,returning,1,0,53.56835203252302
102391,test,new,1,0,40.17844759903401
102392,control,new,1,0,33.343738823764426
102393,control,new,1,0,53.02617573788304
102394,test,new,1,0,27.752505096917524
102395,control,new,1,0,41.487030506765244
102396,control,loyal,1,0,67.52246418923103
102397,control,new,1,0,24.821425179764734
102398,control,new,1,0,35.96605399655113
102399,test,new,1,0,15.375121616258703
102400,test,new,1,0,47.27190546314339
102401,test,new,1,0,24.176593847761282
102402,control,returning,1,0,36.7890909840651
102403,control,returning,1,0,40.26586389108337
102404,control,new,1,0,18.397477129166965
102405,control,new,1,1,28.379389296324952
102406,test,loyal,1,0,50.9540221183799
102407,control,returning,1,0,44.19713245993515
102408,test,new,1,0,11.307607558229769
102409,control,loyal,1,0,48.58258348144831
102410,test,new,1,0,37.56591409556701
102411,control,loyal,1,0,60.74426633789167
102412,control,returning,1,0,14.757014766144067
102413,test,new,1,0,39.639050694189436
102414,control,returning,1,0,24.73600970485394
102415,control,new,1,0,13.647318782736026
102416,control,new,1,0,34.88964733181095
102417,control,new,1,0,31.518352494558226
102418,control,loyal,1,0,52.40803948177319
102419,test,new,1,0,29.09290359221206
102420,test,returning,1,0,30.246719000259635
102421,control,new,1,0,21.501062468404825
102422,control,returning,1,0,71.75041148526074
102423,control,new,1,0,29.454100899587857
102424,control,new,1,0,10.0
102425,test,returning,1,0,40.34457212802643
102426,control,new,1,0,50.30715875020281
102427,test,returning,1,0,42.09027191113401
102428,control,returning,1,0,39.64953721350727
102429,test,new,1,0,43.35433225794501
102430,test,new,1,0,49.19082504907723
102431,test,new,1,0,40.82364042542104
102432,test,new,1,0,10.0
102433,control,returning,1,0,69.03317188310186
102434,test,new,1,0,29.731763580284536
102435,control,new,1,0,19.038950358116132
102436,test,new,1,0,32.30298460329547
102437,test,new,1,0,10.0
102438,test,loyal,1,0,53.22984010522509
102439,control,returning,1,1,62.217095028108105
102440,test,loyal,1,0,71.84751077867764
102441,test,new,1,0,31.212961816446015
102442,control,new,1,0,36.760404374946674
102443,control,returning,1,0,44.872055735611944
102444,test,new,1,0,31.212419363902562
102445,control,returning,1,1,39.277766260243475
102446,test,new,1,0,44.81444251168378
102447,test,loyal,1,0,51.93792549167946
102448,control,new,1,0,50.24058291660239
102449,test,returning,1,0,78.91078264557075
102450,test,returning,1,0,30.6044282862058
102451,control,new,1,0,23.024431299107825
102452,test,returning,1,0,50.7066506349461
102453,control,loyal,1,0,55.71356241072247
102454,test,returning,1,0,58.313386059521676
102455,control,returning,1,0,50.398599789475
102456,control,returning,1,0,49.992171840519006
102457,test,loyal,1,0,68.46051074915371
102458,test,returning,1,0,59.28638416737355
102459,control,new,1,0,32.39398781983246
102460,test,returning,1,0,54.75193598842633
102461,test,loyal,1,1,51.94318209816041
102462,control,new,1,0,34.456644159132736
102463,test,new,1,0,49.7325884908347
102464,control,loyal,1,0,76.00020401571756
102465,test,returning,1,0,62.33011598534266
102466,control,new,1,0,23.677538273767887
102467,test,new,1,0,27.078841915690468
102468,test,loyal,1,0,60.87153659322194
102469,test,new,1,0,19.296885461009204
102470,test,new,1,0,44.016030380101334
102471,test,returning,1,0,63.721390465157995
102472,control,loyal,1,0,51.72952250583923
102473,control,returning,1,0,40.466625986739565
102474,test,new,1,0,50.33184345208825
102475,control,new,1,0,19.130060407916908
102476,test,new,1,0,24.186860562199023
102477,test,new,1,0,34.00255279327801
102478,control,new,1,0,39.863664091917016
102479,control,loyal,1,0,48.993132599298676
102480,control,returning,1,0,62.67348490521654
102481,test,returning,1,0,59.0614470955816
102482,control,new,1,0,16.085856700407483
102483,test,new,1,1,10.0
102484,test,returning,1,0,34.90686123198969
102485,test,returning,1,0,53.22195673849577
102486,control,returning,1,0,26.67881336713587
102487,test,loyal,1,0,54.80577595281854
102488,control,returning,1,0,28.222389155456554
102489,test,returning,1,0,24.04801798353717
102490,test,returning,1,0,75.98979509074002
102491,control,returning,1,1,58.9436563232297
102492,test,loyal,1,0,57.335703619185836
102493,control,returning,1,0,50.16810612554339
102494,control,returning,1,0,43.08650384092591
102495,test,returning,1,0,27.676834778546645
102496,test,returning,1,0,37.70134095407464
102497,test,returning,1,0,45.56977930550814
102498,control,loyal,1,1,55.06589567813927
102499,test,new,1,0,20.109477893930947
102500,control,new,1,0,36.674963548389826
102501,test,new,1,0,41.35225911755773
102502,control,new,1,0,48.08796598095323
102503,test,new,1,0,38.38276184628104
102504,test,new,1,0,41.71681900886161
102505,control,returning,1,0,37.46239205149658
102506,test,returning,1,0,78.83771399143956
102507,test,new,1,0,62.50390559301756
102508,test,returning,1,0,53.03686995300875
102509,control,new,1,0,35.48640382887053
102510,control,new,1,0,27.757483379606725
102511,test,returning,1,1,63.556306399970126
102512,test,returning,1,0,53.1731832391669
102513,control,new,1,0,23.900965272745545
102514,control,returning,1,0,38.08064252792714
102515,control,new,1,0,32.11382955854576
102516,control,returning,1,0,22.643244352257472
102517,test,new,1,0,30.52349912023982
102518,test,returning,1,0,53.93010034169436
102519,test,new,1,0,19.102834813247803
102520,test,returning,1,0,36.9583641508049
102521,control,new,1,0,40.51013660784613
102522,control,returning,1,0,77.30112421533971
102523,control,new,1,0,11.94956985131449
102524,test,new,1,0,44.09666999079046
102525,test,new,1,0,39.78987302706253
102526,control,loyal,1,0,54.19135817413313
102527,test,loyal,1,0,66.586273320243
102528,control,new,1,0,11.953930400468497
102529,test,returning,1,0,36.8321092399146
102530,test,new,1,0,18.88875271783062
102531,test,new,1,0,41.5508727991996
102532,test,new,1,0,35.26596460099713
102533,control,loyal,1,0,44.95288179232528
102534,test,loyal,1,0,52.29831515350277
102535,control,returning,1,0,59.06339177353638
102536,control,returning,1,1,62.257965521901255
102537,control,new,1,0,33.91857391723151
102538,control,loyal,1,0,51.400508370748696
102539,control,new,1,0,21.600993088505547
102540,test,new,1,0,26.694436899700836
102541,test,returning,1,0,43.72151354062291
102542,control,loyal,1,0,64.91799461122456
102543,test,returning,1,0,46.685010512942455
102544,control,new,1,0,10.0
102545,test,loyal,1,0,52.76645802309342
102546,control,returning,1,0,56.34426494452772
102547,control,returning,1,0,29.310781543282683
102548,control,new,1,0,34.4279853182679
102549,test,new,1,0,42.82831824058386
102550,control,new,1,0,45.18815376064607
102551,test,new,1,1,29.10447712911551
102552,control,returning,1,0,36.97256766938853
102553,control,new,1,0,45.945092327063264
102554,test,loyal,1,0,49.768604035021745
102555,test,new,1,0,21.130340755833227
102556,control,returning,1,0,34.9767936552108
102557,control,returning,1,0,25.23737517340418
102558,test,new,1,0,40.347170876688914
102559,control,loyal,1,0,47.80468474686319
102560,test,returning,1,0,49.96479036469195
102561,test,new,1,0,57.60112682663133
102562,test,new,1,0,25.421243597841453
102563,control,loyal,1,0,56.59649203334393
102564,control,new,1,0,47.87187569630532
102565,test,returning,1,0,41.726437821895345
102566,test,new,1,0,45.46177348655973
102567,test,new,1,0,40.78295168921856
102568,test,loyal,1,0,66.61831886034325
102569,test,returning,1,0,26.446442613818103
102570,control,new,1,0,63.63667681313177
102571,control,new,1,0,41.430899109723285
102572,test,new,1,0,37.182321913025774
102573,control,new,1,0,16.283635864168545
102574,control,new,1,0,38.87480696562163
102575,control,new,1,0,29.319461806828865
102576,control,new,1,0,11.353433070094589
102577,control,new,1,0,24.98571844737746
102578,test,new,1,0,28.90417457781014
102579,test,new,1,0,34.251010384177775
102580,test,loyal,1,0,83.401098183182
102581,control,new,1,0,62.79814120494563
102582,test,new,1,0,10.0
102583,control,new,1,0,45.72750263416675
102584,test,returning,1,0,54.11924776813841
102585,control,new,1,0,24.461290272164174
102586,test,returning,1,0,70.27066345321964
102587,control,new,1,0,35.995491690645046
102588,test,new,1,0,59.36040021378756
102589,control,returning,1,0,45.444593328998735
102590,test,new,1,0,33.00415481624625
102591,control,new,1,0,41.39967899366606
102592,test,new,1,1,39.50590011946596
102593,control,returning,1,0,45.29460817840644
102594,control,new,1,0,10.0
102595,control,returning,1,0,82.13382139302162
102596,test,returning,1,1,57.721306746847134
102597,test,new,1,0,29.815796330681916
102598,test,loyal,1,1,49.24408287462877
102599,control,new,1,0,17.450212097880197
102600,control,loyal,1,0,54.24716874869554
102601,control,new,1,0,10.0
102602,test,new,1,0,29.77453150704805
102603,control,loyal,1,0,48.290043661005384
102604,control,loyal,1,0,59.09513698087886
102605,control,loyal,1,0,53.9083218358802
102606,test,new,1,0,10.0
102607,test,returning,1,0,70.39639361135801
102608,control,new,1,0,32.29157595581355
102609,control,returning,1,0,87.77357234406858
102610,test,new,1,0,26.71039237942513
102611,test,loyal,1,0,54.88593998102032
102612,test,returning,1,0,68.74254048516099
102613,control,new,1,0,53.20812969404196
102614,test,new,1,0,34.73803147731263
102615,control,loyal,1,0,51.98438451732906
102616,test,new,1,0,10.0
102617,control,new,1,0,49.28456627505484
102618,test,new,1,0,10.90026413665942
102619,control,returning,1,0,22.521670594527
102620,test,new,1,0,27.123940080184617
102621,control,new,1,0,39.83175125976418
102622,test,loyal,1,0,72.61315205689368
102623,test,new,1,0,51.6634828921036
102624,control,new,1,0,19.68654422013053
102625,test,new,1,0,45.7734756880912
102626,test,new,1,0,10.0
102627,test,new,1,0,45.87205719534245
102628,test,new,1,0,42.77356050512087
102629,test,returning,1,0,44.10729863420091
102630,control,new,1,0,57.47938791685898
102631,test,new,1,0,11.738126123712533
102632,control,new,1,0,26.990271654367586
102633,control,returning,1,0,51.57883577822725
102634,test,new,1,1,17.009387251837616
102635,test,new,1,1,12.341758918525649
102636,control,loyal,1,0,58.94965926061504
102637,test,loyal,1,0,78.52316777006317
102638,control,returning,1,0,47.92846330561004
102639,control,new,1,0,32.11748288390759
102640,test,returning,1,1,51.24919766568493
102641,control,new,1,1,18.418231415207913
102642,test,returning,1,0,34.469214672753154
102643,test,new,1,0,17.676267833013902
102644,test,loyal,1,0,59.86594747122494
102645,control,loyal,1,0,53.2252205304944
102646,test,returning,1,0,59.129834477605755
102647,control,new,1,0,33.42391728915484
102648,test,returning,1,0,21.66759893230251
102649,control,returning,1,0,53.89829396461445
102650,test,new,1,0,22.164279893359044
102651,test,new,1,0,10.0
102652,control,new,1,0,50.349198961475594
102653,control,returning,1,0,45.76094351907626
102654,control,loyal,1,0,68.37819335714165
102655,control,returning,1,0,40.92920984200532
102656,test,new,1,0,52.98478791492775
102657,control,loyal,1,0,68.33756244675868
102658,test,new,1,0,16.03745950037206
102659,test,returning,1,0,63.72867804779702
102660,control,new,1,1,39.22142922276829
102661,control,loyal,1,0,51.344356130369434
102662,test,new,1,0,34.0469050083009
102663,test,new,1,0,47.933879330158234
102664,control,returning,1,0,45.67507156897509
102665,control,new,1,0,27.57338671496049
102666,test,loyal,1,0,34.901806063201384
102667,test,new,1,1,10.0
102668,control,loyal,1,0,35.41340502221857
102669,test,new,1,0,22.772440651146987
102670,test,loyal,1,0,60.594716789444455
102671,test,new,1,0,28.83844357842964
102672,test,returning,1,0,39.162398126499994
102673,test,new,1,0,46.38621554293148
102674,control,new,1,0,44.534330799638944
102675,control,new,1,0,27.241070042733778
102676,test,loyal,1,0,88.989255172045
102677,test,returning,1,0,18.649253313853862
102678,test,new,1,0,49.73341831932172
102679,test,returning,1,0,57.868371957307744
102680,control,returning,1,0,57.32421445524252
102681,control,returning,1,0,47.64314216093574
102682,control,loyal,1,0,65.01220426234687
102683,test,returning,1,0,30.52281391362023
102684,control,returning,1,0,55.7990958312741
102685,control,returning,1,0,51.45555473677402
102686,control,new,1,0,54.51313490999418
102687,test,new,1,0,36.76758930127474
102688,test,new,1,0,68.2808603030479
102689,test,new,1,0,39.57506701861415
102690,test,new,1,0,41.20472076632968
102691,test,new,1,0,71.5713533342554
102692,test,new,1,0,38.029830107319135
102693,test,loyal,1,0,75.5290993305452
102694,control,new,1,0,40.61811930758743
102695,control,new,1,0,10.0
102696,test,returning,1,0,46.2591224664842
102697,test,returning,1,0,47.23517415654474
102698,control,new,1,0,11.748946498752595
102699,control,loyal,1,0,50.91029744885719
102700,control,new,1,0,35.056838601172714
102701,test,new,1,0,15.662712040048454
102702,control,loyal,1,0,28.537807602640193
102703,control,returning,1,0,46.04037220454334
102704,control,loyal,1,0,51.32737837179819
102705,test,loyal,1,0,59.22500826994106
102706,test,new,1,0,20.39941212329452
102707,control,new,1,0,38.13611748620074
102708,test,returning,1,1,44.739226818178615
102709,test,new,1,0,10.0
102710,test,returning,1,0,79.47510215258265
102711,control,loyal,1,0,11.590823012867617
102712,control,new,1,0,46.35785206008766
102713,control,new,1,0,43.54739467007025
102714,test,new,1,0,46.45520311648397
102715,test,returning,1,0,43.070132121311346
102716,test,loyal,1,1,62.10784933409195
102717,test,returning,1,0,27.613318819024695
102718,test,loyal,1,0,65.12710592553523
102719,control,new,1,0,49.69946546139209
102720,control,new,1,0,27.4178548972887
102721,control,new,1,0,41.788826726837165
102722,test,loyal,1,0,51.74198172224138
102723,test,new,1,0,49.20258065580616
102724,control,new,1,0,41.57776762950256
102725,control,new,1,0,41.875913287475655
102726,test,new,1,1,54.6733693078989
102727,control,new,1,0,18.59016889145476
102728,test,returning,1,0,64.10473003618999
102729,test,loyal,1,0,49.80707187879806
102730,control,new,1,0,13.05618335297089
102731,control,returning,1,0,39.760632818372805
102732,control,new,1,0,10.458297273610288
102733,control,new,1,0,29.777066097935922
102734,control,new,1,0,26.39616709723402
102735,test,returning,1,0,37.52608450281766
102736,test,returning,1,0,34.912361804892086
102737,control,new,1,0,46.38339060898807
102738,control,new,1,0,35.16088312450676
102739,control,new,1,0,38.50754335808777
102740,test,loyal,1,0,57.085210795210585
102741,control,returning,1,0,48.53324301171912
102742,test,returning,1,0,60.64066282851544
102743,test,returning,1,0,24.98716395112824
102744,test,loyal,1,0,41.545814400675354
102745,test,loyal,1,0,88.60805677155402
102746,test,new,1,0,26.496428382174976
102747,test,loyal,1,0,81.47411538305228
102748,test,new,1,0,38.24325086090239
102749,test,new,1,0,48.59395502955441
102750,test,returning,1,0,50.07502568799073
102751,test,returning,1,0,27.624634322238087
102752,control,returning,1,0,69.99481900597968
102753,control,new,1,0,40.445514931118105
102754,test,new,1,0,38.91248324278948
102755,test,new,1,0,53.525771281522694
102756,control,new,1,0,23.87255504677028
102757,test,loyal,1,0,54.85319027730324
102758,test,returning,1,0,23.27581122617357
102759,control,returning,1,0,39.49511767934898
102760,test,new,1,0,18.62207427831962
102761,control,loyal,1,0,37.800481769610656
102762,control,new,1,0,11.182679791856238
102763,test,returning,1,0,59.187525248974154
102764,control,new,1,0,49.10186441833241
102765,control,returning,1,0,33.362972658803876
102766,test,new,1,0,10.0
102767,test,loyal,1,0,102.2851261645618
102768,control,returning,1,0,38.57815807157341
102769,test,new,1,0,65.37429359588981
102770,test,returning,1,0,47.43673853375975
102771,test,returning,1,0,52.987108188679144
102772,control,loyal,1,0,75.29426949787454
102773,test,loyal,1,0,68.10735733697513
102774,test,loyal,1,0,72.71449135377128
102775,test,loyal,1,1,73.28031796155288
102776,control,new,1,0,18.492554726307766
102777,control,returning,1,0,10.0
102778,control,new,1,0,38.47695141520779
102779,test,new,1,0,21.43633848685871
102780,test,loyal,1,0,69.49099789653758
102781,test,returning,1,0,55.592028989758134
102782,test,new,1,0,27.32837307657835
102783,control,new,1,1,57.30474889543263
102784,test,returning,1,0,79.1229178826313
102785,test,returning,1,0,52.72651833587268
102786,control,returning,1,0,20.018599715843294
102787,test,new,1,0,52.68722689695219
102788,control,new,1,0,13.810897109532803
102789,test,loyal,1,0,52.39543253701402
102790,control,returning,1,0,20.5105369877815
102791,control,returning,1,1,32.767470058818255
102792,test,new,1,0,46.75190416252659
102793,control,new,1,0,44.351971727829685
102794,test,returning,1,0,74.07640721391243
102795,control,loyal,1,0,55.055749858761395
102796,test,returning,1,0,28.565772715549368
102797,control,new,1,0,44.834837617352186
102798,test,new,1,0,51.798516258076916
102799,control,loyal,1,0,73.18299259165568
102800,test,returning,1,0,50.11043825081209
102801,test,new,1,0,39.01643772350856
102802,control,new,1,0,40.76722883283915
102803,test,loyal,1,0,52.68994952435608
102804,control,loyal,1,0,76.31683609910414
102805,test,new,1,0,47.235826511411545
102806,control,returning,1,0,47.05251514437563
102807,test,new,1,0,14.222477847018272
102808,test,returning,1,0,69.12709691825921
102809,control,returning,1,0,63.8820555319304
102810,control,new,1,0,54.924359736229086
102811,control,loyal,1,0,79.9174644477677
102812,test,returning,1,0,34.11143729364846
102813,test,new,1,0,42.70260016667786
102814,test,loyal,1,0,69.82465484198214
102815,control,new,1,1,43.126972028689075
102816,control,returning,1,0,50.979973339069446
102817,control,returning,1,0,27.663051482749943
102818,control,new,1,0,16.055710081512743
102819,control,returning,1,0,23.964477276947438
102820,test,returning,1,0,26.702156946663976
102821,control,loyal,1,0,67.34757690222108
102822,test,new,1,0,50.365026268044005
102823,control,new,1,0,50.21942508171836
102824,test,loyal,1,0,75.76663682735956
102825,test,new,1,0,58.203958301884555
102826,test,returning,1,0,58.43434247465392
102827,test,returning,1,0,29.029527876523172
102828,test,new,1,0,27.720531444913732
102829,control,returning,1,0,67.5561032062812
102830,control,new,1,0,25.067902715155704
102831,control,loyal,1,0,48.60716287252409
102832,test,returning,1,0,45.247507648283865
102833,control,new,1,0,61.09371692578388
102834,test,returning,1,0,32.578422495466526
102835,control,returning,1,0,77.91890682156141
102836,test,new,1,0,26.75845571235076
102837,test,returning,1,0,45.187248802908265
102838,test,new,1,0,27.95008471528643
102839,test,new,1,0,33.90239907925139
102840,control,new,1,0,13.287383667887116
102841,control,new,1,0,37.15526580435831
102842,control,loyal,1,0,26.545896897857197
102843,test,loyal,1,0,60.05078552435885
102844,test,returning,1,0,45.61966961965965
102845,test,loyal,1,1,30.00317220505643
102846,control,loyal,1,0,74.06873853310455
102847,test,new,1,0,47.21423957469454
102848,test,returning,1,0,31.46482604576325
102849,control,loyal,1,0,47.84476102930924
102850,control,loyal,1,0,54.89592357935519
102851,control,returning,1,0,28.8125613073682
102852,control,new,1,0,37.83400360687703
102853,control,new,1,0,27.39913057461731
102854,test,returning,1,0,53.18074565898532
102855,test,loyal,1,0,90.63499187228092
102856,control,new,1,0,34.0180076999129
102857,control,new,1,0,26.501447153384454
102858,test,new,1,0,16.884512817601436
102859,control,returning,1,0,48.66085941003827
102860,test,new,1,0,39.43565326685744
102861,control,returning,1,0,45.37143115676981
102862,control,loyal,1,1,65.26315446832079
102863,control,new,1,0,27.967020661976917
102864,control,returning,1,0,41.89906286144644
102865,control,new,1,0,10.848980978802079
102866,test,returning,1,0,66.29567514268335
102867,control,returning,1,0,81.69065696300856
102868,control,new,1,0,58.601186657019724
102869,test,new,1,0,47.53402522910675
102870,control,returning,1,0,34.56732699576987
102871,control,loyal,1,0,70.93883467625679
102872,control,new,1,0,52.789017982609806
102873,control,returning,1,0,30.256839629731886
102874,test,new,1,0,21.211417590752987
102875,test,new,1,0,21.856083448503828
102876,test,new,1,0,50.13906025040946
102877,control,new,1,0,38.51050665776846
102878,control,new,1,0,39.871857826886256
102879,control,new,1,0,33.19909801146241
102880,test,returning,1,0,84.38429974498973
102881,control,new,1,0,57.70911789604695
102882,test,new,1,0,21.316161557433638
102883,test,new,1,0,48.445029279885716
102884,test,returning,1,0,45.785335978615095
102885,test,loyal,1,0,66.06502724744556
102886,control,returning,1,0,13.068430271450062
102887,control,returning,1,0,62.95502464406263
102888,test,new,1,0,26.61289542599809
102889,test,loyal,1,0,69.52002826068372
102890,test,loyal,1,1,86.04453057320733
102891,test,returning,1,0,30.046291286742594
102892,control,new,1,0,33.1584303275868
